loan_id,amount_loan,duration_loan,payments_loan,status_loan,frequency_account,n.of trans,op 1,op 2,op 3,op 4,op 5,type 1,type 2,type 3,avg trans amount,avg trans balance,n_banks,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant rate '95,unemploymant rate '96,nr_clients,birth_date,sex,has card,criminality per capita 95,criminality per capita 96,age_loan,age_account_loan
7166.0,198240.0,24.0,8260.0,0.0,0,16.0,7.0,0.0,4.0,0.0,1.0,5.0,0.0,11.0,7546.89,30953.14,1.0,118650.0,8.0,8.0,5.0,1.0,3.0,85.6,9832.0,3.32,4.48,1.0,560218,1,0,2.7981458069953644e-05,3.775811209439528e-05,39.0406,0.0509
5002.0,104808.0,12.0,8734.0,0.0,0,30.0,7.0,0.0,10.0,0.0,8.0,18.0,0.0,12.0,6642.55,38709.83,2.0,125832.0,151.0,41.0,2.0,3.0,5.0,48.3,8512.0,3.51,4.12,2.0,391130,1,0,2.7894335304215143e-05,3.274206879013288e-05,54.9401,0.9405
7137.0,151560.0,24.0,6315.0,0.0,0,28.0,1.0,0.0,14.0,6.0,1.0,11.0,4.0,13.0,16935.55,53976.29,2.0,125832.0,151.0,41.0,2.0,3.0,5.0,48.3,8512.0,3.51,4.12,1.0,530505,1,0,2.7894335304215143e-05,3.274206879013288e-05,41.0098,0.9482
5836.0,79632.0,24.0,3318.0,0.0,0,16.0,1.0,0.0,5.0,5.0,1.0,6.0,0.0,10.0,24948.66,63494.2,1.0,125832.0,151.0,41.0,2.0,3.0,5.0,48.3,8512.0,3.51,4.12,1.0,590810,0,0,2.7894335304215143e-05,3.274206879013288e-05,35.0017,0.0419
5970.0,465072.0,48.0,9689.0,0.0,0,103.0,21.0,0.0,65.0,0.0,0.0,65.0,0.0,38.0,8579.53,27778.75,0.0,125832.0,151.0,41.0,2.0,3.0,5.0,48.3,8512.0,3.51,4.12,2.0,480508,1,0,2.7894335304215143e-05,3.274206879013288e-05,47.0201,1.0595
6109.0,368880.0,60.0,6148.0,0.0,0,182.0,38.0,0.0,76.0,0.0,48.0,117.0,7.0,58.0,11574.08,60030.74,3.0,125832.0,151.0,41.0,2.0,3.0,5.0,48.3,8512.0,3.51,4.12,2.0,740804,1,0,2.7894335304215143e-05,3.274206879013288e-05,21.9799,1.9581
5923.0,64656.0,48.0,1347.0,0.0,0,12.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,9.0,6379.08,25896.47,0.0,67298.0,71.0,19.0,10.0,0.0,7.0,43.8,8561.0,0.65,1.29,2.0,470319,1,0,9.65853368599364e-06,1.9168474546048917e-05,49.0691,0.0402
5414.0,185952.0,48.0,3874.0,0.0,0,34.0,10.0,0.0,13.0,0.0,1.0,14.0,0.0,20.0,12283.39,50113.19,1.0,125236.0,28.0,11.0,1.0,4.0,5.0,87.7,9675.0,6.43,7.68,1.0,450222,1,0,5.134306429461177e-05,6.132421987288e-05,50.0107,1.001
6600.0,21852.0,36.0,607.0,0.0,0,18.0,7.0,0.0,5.0,0.0,1.0,6.0,0.0,12.0,9232.25,38509.05,1.0,125236.0,28.0,11.0,1.0,4.0,5.0,87.7,9675.0,6.43,7.68,1.0,541205,1,0,5.134306429461177e-05,6.132421987288e-05,40.9803,0.0586
6232.0,276660.0,36.0,7685.0,1.0,0,58.0,20.0,0.0,28.0,0.0,0.0,28.0,0.0,30.0,3499.29,19256.89,0.0,124605.0,11.0,42.0,14.0,1.0,8.0,46.0,8772.0,4.69,4.98,1.0,490518,1,0,3.7638939047389755e-05,3.996629348742025e-05,45.019,0.988
5032.0,123696.0,48.0,2577.0,0.0,0,61.0,12.0,0.0,27.0,0.0,12.0,36.0,3.0,22.0,8953.22,49084.38,2.0,124605.0,11.0,42.0,14.0,1.0,8.0,46.0,8772.0,4.69,4.98,1.0,400827,1,0,3.7638939047389755e-05,3.996629348742025e-05,54.0276,0.9901
5237.0,45336.0,24.0,1889.0,0.0,0,90.0,18.0,0.0,45.0,0.0,12.0,57.0,0.0,33.0,7594.23,48152.95,1.0,51428.0,50.0,11.0,3.0,1.0,4.0,52.7,8402.0,3.13,3.98,1.0,570429,1,0,6.086178735319281e-05,7.738974877498639e-05,38.04,1.0402
5409.0,182040.0,60.0,3034.0,0.0,0,59.0,1.0,0.0,35.0,12.0,0.0,33.0,2.0,24.0,17539.8,67475.9,1.0,51428.0,50.0,11.0,3.0,1.0,4.0,52.7,8402.0,3.13,3.98,2.0,510324,0,0,6.086178735319281e-05,7.738974877498639e-05,44.0794,0.9997
6589.0,189696.0,24.0,7904.0,0.0,1,89.0,21.0,0.0,36.0,0.0,23.0,56.0,3.0,30.0,11582.99,54137.11,3.0,51428.0,50.0,11.0,3.0,1.0,4.0,52.7,8402.0,3.13,3.98,2.0,450924,1,0,6.086178735319281e-05,7.738974877498639e-05,50.9177,0.9692
5329.0,396120.0,60.0,6602.0,0.0,1,95.0,1.0,0.0,59.0,18.0,0.0,53.0,6.0,36.0,15418.11,58855.28,1.0,51428.0,50.0,11.0,3.0,1.0,4.0,52.7,8402.0,3.13,3.98,1.0,500102,0,0,6.086178735319281e-05,7.738974877498639e-05,46.0914,1.0601
5395.0,299088.0,36.0,8308.0,1.0,0,126.0,33.0,0.0,56.0,0.0,24.0,72.0,8.0,46.0,12746.59,51992.85,2.0,106054.0,38.0,25.0,6.0,2.0,6.0,63.1,8110.0,5.77,6.55,1.0,661210,0,0,5.440624587474305e-05,6.176098968450035e-05,27.952,1.0124
7308.0,129408.0,24.0,5392.0,0.0,0,107.0,16.0,0.0,38.0,0.0,40.0,78.0,0.0,29.0,4550.3,30869.78,4.0,106054.0,38.0,25.0,6.0,2.0,6.0,63.1,8110.0,5.77,6.55,1.0,621019,0,0,5.440624587474305e-05,6.176098968450035e-05,34.0208,1.0213
6227.0,28248.0,24.0,1177.0,0.0,0,94.0,20.0,0.0,56.0,0.0,0.0,56.0,0.0,38.0,8111.68,45582.45,0.0,162580.0,83.0,26.0,5.0,1.0,6.0,72.8,9538.0,1.51,1.81,1.0,700210,0,0,9.287735268790749e-06,1.1132980686431296e-05,25.0094,1.948
5989.0,213300.0,36.0,5925.0,0.0,0,59.0,17.0,0.0,27.0,0.0,5.0,32.0,0.0,27.0,3730.2,27951.91,1.0,162580.0,83.0,26.0,5.0,1.0,6.0,72.8,9538.0,1.51,1.81,1.0,640422,1,0,9.287735268790749e-06,1.1132980686431296e-05,31.9882,0.9891
6732.0,174048.0,48.0,3626.0,0.0,0,69.0,22.0,0.0,31.0,0.0,0.0,31.0,0.0,38.0,13503.13,72968.38,0.0,162580.0,83.0,26.0,5.0,1.0,6.0,72.8,9538.0,1.51,1.81,1.0,520216,0,0,9.287735268790749e-06,1.1132980686431296e-05,44.0703,0.9909
6686.0,224604.0,36.0,6239.0,0.0,0,93.0,1.0,0.0,59.0,17.0,0.0,50.0,9.0,34.0,14537.8,57496.99,1.0,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,2.0,760524,1,0,6.859860074445072e-05,8.185060316099234e-05,18.0301,1.0501
5269.0,164052.0,36.0,4557.0,1.0,2,65.0,16.0,0.0,37.0,0.0,0.0,30.0,7.0,28.0,11809.26,41752.16,0.0,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,1.0,750912,0,0,6.859860074445072e-05,8.185060316099234e-05,19.0207,1.0002
5413.0,92976.0,24.0,3874.0,0.0,1,109.0,34.0,0.0,48.0,0.0,11.0,48.0,11.0,50.0,12039.47,50436.47,1.0,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,2.0,701007,0,0,6.859860074445072e-05,8.185060316099234e-05,25.0205,1.069
6949.0,104712.0,24.0,4363.0,0.0,1,108.0,34.0,0.0,47.0,0.0,11.0,48.0,10.0,50.0,12019.66,52379.13,1.0,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,2.0,701007,0,0,6.859860074445072e-05,8.185060316099234e-05,25.0205,1.069
6303.0,72408.0,24.0,3017.0,1.0,2,13.0,5.0,0.0,4.0,0.0,0.0,4.0,0.0,9.0,13997.22,45099.26,0.0,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,1.0,580613,0,0,6.859860074445072e-05,8.185060316099234e-05,37.9599,0.9203
5312.0,202788.0,36.0,5633.0,0.0,1,79.0,1.0,0.0,44.0,13.0,9.0,44.0,9.0,26.0,16141.21,57124.27,2.0,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,1.0,530720,0,0,6.859860074445072e-05,8.185060316099234e-05,42.9593,1.0093
5388.0,61560.0,12.0,5130.0,0.0,1,71.0,1.0,0.0,29.0,11.0,20.0,45.0,4.0,22.0,9739.4,32967.71,3.0,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,1.0,430104,1,0,6.859860074445072e-05,8.185060316099234e-05,53.1024,0.1021
6594.0,189696.0,24.0,7904.0,1.0,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4500.0,14900.0,0.0,110643.0,49.0,41.0,4.0,1.0,4.0,51.9,8441.0,3.45,4.48,1.0,700219,0,0,3.118136709959058e-05,4.04905868423669e-05,24.0709,0.0411
5887.0,192744.0,36.0,5354.0,0.0,0,76.0,19.0,0.0,43.0,0.0,0.0,39.0,4.0,33.0,7643.91,37265.66,0.0,110643.0,49.0,41.0,4.0,1.0,4.0,51.9,8441.0,3.45,4.48,2.0,710920,0,0,3.118136709959058e-05,4.04905868423669e-05,23.0083,1.0401
5495.0,89340.0,60.0,1489.0,0.0,0,44.0,11.0,0.0,19.0,0.0,5.0,24.0,0.0,20.0,4662.47,39644.76,1.0,110643.0,49.0,41.0,4.0,1.0,4.0,51.9,8441.0,3.45,4.48,2.0,711112,0,0,3.118136709959058e-05,4.04905868423669e-05,24.969,0.9693
7013.0,89340.0,60.0,1489.0,0.0,0,44.0,11.0,0.0,19.0,0.0,5.0,24.0,0.0,20.0,4646.67,40005.48,1.0,110643.0,49.0,41.0,4.0,1.0,4.0,51.9,8441.0,3.45,4.48,2.0,711112,0,0,3.118136709959058e-05,4.04905868423669e-05,24.969,0.9693
7136.0,54396.0,36.0,1511.0,0.0,0,23.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,14.0,3853.83,30293.71,0.0,110643.0,49.0,41.0,4.0,1.0,4.0,51.9,8441.0,3.45,4.48,1.0,390727,1,0,3.118136709959058e-05,4.04905868423669e-05,57.0201,0.0607
5804.0,158976.0,48.0,3312.0,0.0,0,156.0,36.0,0.0,62.0,0.0,42.0,95.0,9.0,52.0,8573.48,49916.09,3.0,139012.0,59.0,41.0,8.0,3.0,10.0,61.9,8363.0,2.52,3.49,1.0,390109,1,0,1.8127931401605616e-05,2.5105746266509367e-05,56.0296,1.9302
6578.0,27984.0,12.0,2332.0,0.0,1,76.0,14.0,0.0,36.0,0.0,10.0,43.0,3.0,30.0,7289.58,30639.86,1.0,139012.0,59.0,41.0,8.0,3.0,10.0,61.9,8363.0,2.52,3.49,1.0,490216,1,0,1.8127931401605616e-05,2.5105746266509367e-05,46.0995,1.0501
6175.0,290700.0,60.0,4845.0,1.0,0,100.0,29.0,0.0,58.0,0.0,0.0,52.0,6.0,42.0,14274.57,59647.42,0.0,139012.0,59.0,41.0,8.0,3.0,10.0,61.9,8363.0,2.52,3.49,1.0,590227,0,0,1.8127931401605616e-05,2.5105746266509367e-05,36.9994,1.0096
6992.0,133968.0,48.0,2791.0,0.0,0,79.0,15.0,0.0,32.0,0.0,24.0,51.0,5.0,23.0,9939.87,46772.32,3.0,139012.0,59.0,41.0,8.0,3.0,10.0,61.9,8363.0,2.52,3.49,2.0,430530,1,1,1.8127931401605616e-05,2.5105746266509367e-05,53.0197,0.9618
5988.0,141648.0,24.0,5902.0,0.0,0,18.0,8.0,0.0,5.0,0.0,0.0,5.0,0.0,13.0,14106.12,45100.42,0.0,139012.0,59.0,41.0,8.0,3.0,10.0,61.9,8363.0,2.52,3.49,2.0,520717,1,0,1.8127931401605616e-05,2.5105746266509367e-05,44.0105,0.0618
6599.0,72120.0,12.0,6010.0,0.0,0,102.0,1.0,0.0,62.0,20.0,0.0,58.0,4.0,40.0,14376.88,75686.07,1.0,139012.0,59.0,41.0,8.0,3.0,10.0,61.9,8363.0,2.52,3.49,2.0,521110,0,0,1.8127931401605616e-05,2.5105746266509367e-05,44.0009,1.0805
5337.0,162468.0,36.0,4513.0,0.0,0,15.0,1.0,0.0,5.0,5.0,0.0,5.0,0.0,10.0,15082.59,51279.55,1.0,105058.0,32.0,19.0,7.0,2.0,10.0,81.0,9272.0,2.80,3.22,2.0,570823,0,0,2.665194464010356e-05,3.0649736336119097e-05,38.9908,0.0426
5088.0,91152.0,24.0,3798.0,0.0,0,77.0,2.0,1.0,45.0,15.0,0.0,43.0,3.0,31.0,9452.94,44829.54,1.0,105058.0,32.0,19.0,7.0,2.0,10.0,81.0,9272.0,2.80,3.22,1.0,421210,1,1,2.665194464010356e-05,3.0649736336119097e-05,53.9612,1.0307
5161.0,98184.0,24.0,4091.0,0.0,0,14.0,1.0,0.0,3.0,4.0,0.0,3.0,0.0,11.0,9311.16,41660.39,1.0,114200.0,101.0,41.0,4.0,1.0,4.0,43.7,8403.0,5.74,5.72,1.0,450612,0,0,5.0262697022767074e-05,5.008756567425569e-05,49.0416,0.0319
6955.0,244368.0,48.0,5091.0,0.0,2,144.0,49.0,0.0,80.0,0.0,0.0,76.0,4.0,64.0,17859.13,75924.24,0.0,114200.0,101.0,41.0,4.0,1.0,4.0,43.7,8403.0,5.74,5.72,1.0,700402,1,0,5.0262697022767074e-05,5.008756567425569e-05,25.072,1.04
7213.0,113544.0,36.0,3154.0,0.0,0,71.0,4.0,0.0,31.0,11.0,14.0,43.0,2.0,26.0,6453.48,33990.42,3.0,114200.0,101.0,41.0,4.0,1.0,4.0,43.7,8403.0,5.74,5.72,1.0,420918,1,0,5.0262697022767074e-05,5.008756567425569e-05,53.9295,0.9993
5470.0,200976.0,48.0,4187.0,0.0,0,35.0,2.0,0.0,15.0,8.0,3.0,17.0,1.0,17.0,11032.89,47938.07,2.0,114200.0,101.0,41.0,4.0,1.0,4.0,43.7,8403.0,5.74,5.72,1.0,550220,1,0,5.0262697022767074e-05,5.008756567425569e-05,41.0195,0.9506
6694.0,134784.0,24.0,5616.0,0.0,0,55.0,13.0,0.0,25.0,0.0,0.0,23.0,2.0,30.0,9329.63,44005.11,0.0,285387.0,0.0,2.0,8.0,5.0,7.0,89.9,10177.0,6.63,7.75,1.0,400511,0,0,2.3231611811329878e-05,2.7156107320936133e-05,54.9808,0.9715
7263.0,89880.0,24.0,3745.0,0.0,1,29.0,8.0,0.0,16.0,0.0,0.0,16.0,0.0,13.0,13517.22,62571.28,0.0,285387.0,0.0,2.0,8.0,5.0,7.0,89.9,10177.0,6.63,7.75,1.0,630516,1,0,2.3231611811329878e-05,2.7156107320936133e-05,32.9603,0.9301
6816.0,100224.0,48.0,2088.0,1.0,0,18.0,2.0,0.0,3.0,4.0,0.0,3.0,0.0,15.0,4932.62,28124.93,1.0,285387.0,0.0,2.0,8.0,5.0,7.0,89.9,10177.0,6.63,7.75,1.0,570201,0,0,2.3231611811329878e-05,2.7156107320936133e-05,39.0125,0.9204
5452.0,49440.0,60.0,824.0,0.0,0,110.0,17.0,0.0,47.0,0.0,32.0,79.0,0.0,31.0,5547.67,47798.87,3.0,285387.0,0.0,2.0,8.0,5.0,7.0,89.9,10177.0,6.63,7.75,1.0,661006,0,0,2.3231611811329878e-05,2.7156107320936133e-05,29.9423,1.0308
6190.0,123600.0,60.0,2060.0,0.0,0,49.0,10.0,0.0,29.0,0.0,0.0,27.0,2.0,20.0,9121.31,39514.68,0.0,285387.0,0.0,2.0,8.0,5.0,7.0,89.9,10177.0,6.63,7.75,2.0,670630,1,0,2.3231611811329878e-05,2.7156107320936133e-05,28.9876,0.9792
6921.0,86184.0,12.0,7182.0,0.0,0,42.0,1.0,0.0,20.0,8.0,6.0,22.0,4.0,16.0,16523.6,59935.27,3.0,285387.0,0.0,2.0,8.0,5.0,7.0,89.9,10177.0,6.63,7.75,1.0,401204,0,0,2.3231611811329878e-05,2.7156107320936133e-05,55.9825,0.0723
5366.0,86184.0,12.0,7182.0,0.0,0,42.0,1.0,0.0,20.0,8.0,6.0,22.0,4.0,16.0,16607.01,60273.68,3.0,285387.0,0.0,2.0,8.0,5.0,7.0,89.9,10177.0,6.63,7.75,1.0,401204,0,0,2.3231611811329878e-05,2.7156107320936133e-05,55.9825,0.0723
6805.0,45024.0,48.0,938.0,0.0,0,39.0,8.0,0.0,13.0,0.0,6.0,19.0,0.0,20.0,7779.82,41994.91,2.0,285387.0,0.0,2.0,8.0,5.0,7.0,89.9,10177.0,6.63,7.75,1.0,570504,0,0,2.3231611811329878e-05,2.7156107320936133e-05,39.0717,0.07
5861.0,51408.0,24.0,2142.0,0.0,0,64.0,19.0,0.0,33.0,0.0,0.0,31.0,2.0,31.0,13410.82,52299.29,0.0,45714.0,52.0,10.0,5.0,1.0,6.0,55.6,8843.0,2.82,3.6,1.0,490724,1,0,6.168788554928468e-05,7.87504921905762e-05,45.0484,1.0092
5418.0,347952.0,48.0,7249.0,0.0,0,120.0,31.0,0.0,70.0,0.0,0.0,59.0,11.0,50.0,13441.43,54157.19,0.0,45714.0,52.0,10.0,5.0,1.0,6.0,55.6,8843.0,2.82,3.6,1.0,641030,0,0,6.168788554928468e-05,7.87504921905762e-05,30.9086,1.9786
6704.0,417060.0,60.0,6951.0,0.0,0,74.0,22.0,0.0,25.0,0.0,8.0,33.0,0.0,41.0,10583.99,58445.03,2.0,45714.0,52.0,10.0,5.0,1.0,6.0,55.6,8843.0,2.82,3.6,2.0,610914,0,0,6.168788554928468e-05,7.87504921905762e-05,33.9687,1.9481
5625.0,222180.0,60.0,3703.0,1.0,0,59.0,16.0,0.0,31.0,0.0,0.0,30.0,1.0,28.0,11725.49,55230.44,0.0,45714.0,52.0,10.0,5.0,1.0,6.0,55.6,8843.0,2.82,3.6,1.0,390320,1,0,6.168788554928468e-05,7.87504921905762e-05,57.0895,1.0086
5132.0,538500.0,60.0,8975.0,0.0,0,58.0,12.0,0.0,29.0,0.0,7.0,36.0,0.0,22.0,8499.93,33687.86,1.0,95616.0,65.0,30.0,4.0,1.0,6.0,51.4,9307.0,3.85,4.43,1.0,600628,1,0,4.026522757697457e-05,4.633115796519411e-05,34.9589,0.9899
6153.0,285600.0,60.0,4760.0,0.0,1,49.0,17.0,0.0,25.0,0.0,0.0,18.0,7.0,24.0,10411.72,49651.89,0.0,95616.0,65.0,30.0,4.0,1.0,6.0,51.4,9307.0,3.85,4.43,2.0,801207,0,0,4.026522757697457e-05,4.633115796519411e-05,14.9518,0.961
6471.0,155640.0,24.0,6485.0,0.0,0,105.0,14.0,0.0,42.0,0.0,36.0,78.0,0.0,27.0,5793.88,45183.35,4.0,95616.0,65.0,30.0,4.0,1.0,6.0,51.4,9307.0,3.85,4.43,1.0,430107,0,0,4.026522757697457e-05,4.633115796519411e-05,53.0697,1.0185
7189.0,154656.0,48.0,3222.0,0.0,0,89.0,3.0,0.0,47.0,15.0,10.0,53.0,4.0,32.0,6653.9,31791.33,2.0,161227.0,5.0,35.0,11.0,4.0,10.0,69.7,8678.0,5.93,5.57,1.0,561128,1,0,3.678044000074429e-05,3.454756337338039e-05,39.9193,1.9098
6315.0,43164.0,12.0,3597.0,0.0,0,69.0,2.0,0.0,43.0,12.0,0.0,40.0,3.0,26.0,14188.26,68377.06,1.0,117897.0,139.0,28.0,5.0,1.0,6.0,53.8,8814.0,4.76,5.74,1.0,760106,0,0,4.037422495907444e-05,4.868656539182507e-05,19.01,0.9998
6151.0,225420.0,60.0,3757.0,0.0,0,51.0,13.0,0.0,29.0,0.0,0.0,29.0,0.0,22.0,5452.34,31185.16,0.0,117897.0,139.0,28.0,5.0,1.0,6.0,53.8,8814.0,4.76,5.74,1.0,480803,0,0,4.037422495907444e-05,4.868656539182507e-05,46.9622,0.9808
6965.0,139536.0,24.0,5814.0,0.0,0,165.0,48.0,0.0,81.0,0.0,17.0,87.0,11.0,67.0,14454.31,63889.87,1.0,117897.0,139.0,28.0,5.0,1.0,6.0,53.8,8814.0,4.76,5.74,1.0,410913,0,0,4.037422495907444e-05,4.868656539182507e-05,53.97,1.9499
7305.0,54024.0,12.0,4502.0,0.0,0,147.0,1.0,2.0,66.0,22.0,34.0,101.0,1.0,45.0,8708.72,36480.19,3.0,117897.0,139.0,28.0,5.0,1.0,6.0,53.8,8814.0,4.76,5.74,1.0,680413,1,1,4.037422495907444e-05,4.868656539182507e-05,28.0393,1.9805
6294.0,79920.0,60.0,1332.0,0.0,0,95.0,15.0,0.0,46.0,0.0,20.0,66.0,0.0,29.0,7707.41,43846.98,2.0,170449.0,0.0,0.0,0.0,1.0,1.0,100.0,10787.0,2.64,3.09,1.0,530405,1,0,1.5488503892659977e-05,1.8128589783454286e-05,41.9807,1.9086
6676.0,29784.0,24.0,1241.0,0.0,0,12.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,9.0,6943.35,27626.08,0.0,170449.0,0.0,0.0,0.0,1.0,1.0,100.0,10787.0,2.64,3.09,2.0,691225,0,0,1.5488503892659977e-05,1.8128589783454286e-05,25.9388,0.0405
5350.0,249312.0,48.0,5194.0,0.0,1,60.0,17.0,0.0,24.0,0.0,6.0,30.0,0.0,30.0,9995.91,35914.85,1.0,170449.0,0.0,0.0,0.0,1.0,1.0,100.0,10787.0,2.64,3.09,1.0,550521,1,0,1.5488503892659977e-05,1.8128589783454286e-05,40.99,1.0208
6169.0,103680.0,60.0,1728.0,1.0,0,109.0,25.0,0.0,65.0,0.0,0.0,65.0,0.0,44.0,3896.38,28250.11,0.0,95907.0,87.0,25.0,5.0,2.0,7.0,59.1,8388.0,2.41,2.94,1.0,710624,1,0,2.5128509910642604e-05,3.0654696737464416e-05,23.9692,1.9596
5999.0,98832.0,48.0,2059.0,0.0,0,177.0,27.0,0.0,72.0,0.0,55.0,127.0,0.0,50.0,4382.09,31814.27,3.0,95907.0,87.0,25.0,5.0,2.0,7.0,59.1,8388.0,2.41,2.94,1.0,700910,0,0,2.5128509910642604e-05,3.0654696737464416e-05,25.9193,1.9897
5453.0,156672.0,36.0,4352.0,0.0,0,75.0,24.0,0.0,30.0,0.0,8.0,38.0,0.0,37.0,3313.36,22927.5,1.0,72541.0,66.0,26.0,10.0,0.0,8.0,36.9,8594.0,1.62,2.01,1.0,560425,0,0,2.2332198343006026e-05,2.7708468314470434e-05,38.9976,1.0176
5310.0,248148.0,36.0,6893.0,0.0,0,120.0,22.0,0.0,50.0,0.0,33.0,83.0,0.0,37.0,5453.37,36063.79,3.0,72541.0,66.0,26.0,10.0,0.0,8.0,36.9,8594.0,1.62,2.01,1.0,400724,0,0,2.2332198343006026e-05,2.7708468314470434e-05,54.9704,1.9217
5311.0,30060.0,60.0,501.0,0.0,0,186.0,24.0,8.0,65.0,0.0,68.0,141.0,0.0,45.0,4858.98,37213.41,4.0,72541.0,66.0,26.0,10.0,0.0,8.0,36.9,8594.0,1.62,2.01,1.0,510906,1,1,2.2332198343006026e-05,2.7708468314470434e-05,44.9709,1.9712
5693.0,44088.0,24.0,1837.0,0.0,0,32.0,10.0,0.0,12.0,0.0,3.0,15.0,0.0,17.0,6617.94,36548.82,1.0,81344.0,61.0,23.0,4.0,2.0,6.0,55.3,8899.0,3.39,3.97,1.0,510625,0,0,4.1674862313139264e-05,4.8805074744295833e-05,44.0176,0.9593
5922.0,20220.0,12.0,1685.0,0.0,0,51.0,14.0,0.0,23.0,0.0,5.0,28.0,0.0,23.0,9715.85,41077.64,1.0,81344.0,61.0,23.0,4.0,2.0,6.0,55.3,8899.0,3.39,3.97,1.0,730515,0,0,4.1674862313139264e-05,4.8805074744295833e-05,22.029,0.9978
6644.0,93600.0,24.0,3900.0,0.0,0,55.0,11.0,0.0,19.0,0.0,15.0,34.0,0.0,21.0,7856.41,40078.71,3.0,81344.0,61.0,23.0,4.0,2.0,6.0,55.3,8899.0,3.39,3.97,1.0,720623,1,0,4.1674862313139264e-05,4.8805074744295833e-05,24.0397,0.9803
5959.0,107640.0,24.0,4485.0,0.0,0,23.0,1.0,0.0,9.0,6.0,2.0,11.0,0.0,12.0,17488.55,50214.5,3.0,88884.0,80.0,26.0,6.0,2.0,5.0,46.7,8507.0,1.67,1.85,1.0,591122,0,0,1.878853336933531e-05,2.0813644750461278e-05,35.9689,0.0598
6726.0,85860.0,60.0,1431.0,0.0,0,96.0,19.0,0.0,40.0,0.0,9.0,49.0,0.0,47.0,3377.43,30461.4,1.0,88884.0,80.0,26.0,6.0,2.0,5.0,46.7,8507.0,1.67,1.85,1.0,551020,0,0,1.878853336933531e-05,2.0813644750461278e-05,39.9883,1.0274
6535.0,41952.0,12.0,3496.0,0.0,0,105.0,3.0,0.0,44.0,14.0,30.0,70.0,4.0,31.0,5890.41,41502.03,3.0,161854.0,73.0,21.0,6.0,1.0,6.0,76.3,9425.0,1.72,2.5,1.0,721210,1,0,1.0626861245319855e-05,1.5446019251918396e-05,22.9892,1.0199
6130.0,32640.0,48.0,680.0,0.0,0,107.0,24.0,0.0,46.0,0.0,22.0,68.0,0.0,39.0,2772.76,25906.41,2.0,161854.0,73.0,21.0,6.0,1.0,6.0,76.3,9425.0,1.72,2.5,1.0,421015,1,0,1.0626861245319855e-05,1.5446019251918396e-05,53.9703,1.0394
6006.0,359760.0,60.0,5996.0,0.0,0,48.0,17.0,0.0,19.0,0.0,4.0,22.0,1.0,25.0,8082.34,32434.69,1.0,161854.0,73.0,21.0,6.0,1.0,6.0,76.3,9425.0,1.72,2.5,1.0,790531,1,0,1.0626861245319855e-05,1.5446019251918396e-05,17.0584,1.0386
6545.0,191880.0,60.0,3198.0,0.0,0,87.0,26.0,0.0,36.0,0.0,16.0,46.0,6.0,35.0,12113.76,53685.79,2.0,103347.0,87.0,16.0,7.0,1.0,7.0,67.0,9104.0,1.51,2.07,1.0,490308,1,0,1.4610970807086805e-05,2.0029608987198466e-05,46.0904,0.0897
6501.0,30276.0,12.0,2523.0,1.0,0,92.0,9.0,0.0,34.0,13.0,0.0,32.0,2.0,58.0,5028.05,31318.87,1.0,103347.0,87.0,16.0,7.0,1.0,7.0,67.0,9104.0,1.51,2.07,1.0,390423,0,0,1.4610970807086805e-05,2.0029608987198466e-05,57.0006,1.0022
4961.0,30276.0,12.0,2523.0,1.0,0,80.0,9.0,0.0,34.0,13.0,0.0,32.0,2.0,46.0,5856.3,25197.09,1.0,103347.0,87.0,16.0,7.0,1.0,7.0,67.0,9104.0,1.51,2.07,1.0,390423,0,0,1.4610970807086805e-05,2.0029608987198466e-05,57.0006,1.0022
6043.0,20352.0,48.0,424.0,0.0,0,48.0,13.0,0.0,21.0,0.0,5.0,26.0,0.0,22.0,3609.74,31814.41,1.0,109164.0,98.0,16.0,6.0,1.0,4.0,63.6,8757.0,3.38,3.95,2.0,480305,0,0,3.0962588399105934e-05,3.6184089993037996e-05,47.9806,0.9708
5482.0,165120.0,60.0,2752.0,0.0,0,116.0,31.0,0.0,51.0,0.0,15.0,66.0,0.0,50.0,3217.27,24377.37,1.0,121947.0,37.0,28.0,7.0,3.0,11.0,70.5,8541.0,2.51,2.97,2.0,500318,0,0,2.0582712161840798e-05,2.4354842677556644e-05,45.9794,1.9591
